"label","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1,109.8401420997,-72.9372613360063,579.387420849226,216.68834243721,-91.8470830176246,-6734.66321080923,4555.25332130492,7429.59262803197,-7667.54345037043,-5723.78921322525
1,80.0139819191109,-56.2466128773995,565.958546617151,200.580625427519,-98.4629184303286,-2530.22039774805,-7551.48954689503,-3336.31565328687,-8911.67611815035,4608.67863148451
1,78.8897605229099,-69.4376230499063,565.031098684029,221.06607475459,-70.6103013142168,-9151.41406469047,5080.50003554672,9925.47974456102,-9998.33165667951,6185.54797023535
1,116.538058537725,-79.9185343263576,577.158643331815,217.63109249073,-84.8318954332995,-7414.6791966632,-8118.72439458966,51.8305273726583,2029.33233696967,-3981.72802757472
1,95.7533579895407,-71.552269725439,557.138164423074,231.864165937092,-90.6863049488013,-903.525622561574,5082.92317856103,2184.6416592598,-4584.16276611388,-5462.38196082413
1,120.798117298057,-62.4942460487585,566.528264499921,241.550265854671,-96.2721704816742,5385.58800704777,805.580210871994,5959.8656790331,2951.77396386862,-3700.90739335865
1,81.6906876736506,-68.7536083473238,571.530000078492,210.190754712945,-117.233151759008,-362.924179062247,5825.5578763783,3852.72059589624,8690.8843042329,4120.06915546954
1,101.468885805867,-62.324502900657,553.033143079649,221.587619926158,-78.6889199514217,9394.09768674523,7139.94246907532,1929.3222669512,1109.65941566974,4972.25873172283
1,102.938781902781,-63.4919680047278,571.252542699784,200.28504658326,-93.4259811815101,5256.78134057671,-1923.84840454906,5294.32391282171,-4898.08204583824,4284.17135961354
1,103.758745924212,-60.06834973334,553.058214064283,217.427328321758,-92.685027220428,1858.63291844726,-3125.18560793251,7663.05816359818,6248.93423635513,9670.8672400564
1,91.3907895310684,-72.7439972970408,565.518920330675,206.472329734718,-102.645213809133,6616.35439377278,-9731.0418728739,1745.3891178593,6316.93710107356,-7684.75832417607
1,69.6517788932993,-57.5843771167357,573.65685024376,199.864013250892,-91.3408463623452,2176.4638600871,6082.17432629317,-3390.43326675892,-6030.16291745007,5500.53225830197
1,112.26156627765,-66.6887522912161,582.657214879894,221.378826917268,-73.955698816326,-5204.77824378759,-8384.71423368901,-1598.58976956457,4588.41057959944,3781.87265247107
1,101.346363017223,-69.1122538988155,563.027083327907,198.285780123882,-86.1036745683116,3410.18390376121,-6810.91044098139,8183.00632294267,3729.86786067486,-2889.09624796361
1,92.8717185000647,-64.3585610513114,572.619674258523,218.281864891216,-89.5011213251433,4201.47276949137,5258.07403959334,-3624.71895292401,7655.1396260038,1378.45859862864
1,73.2872670803539,-64.6092413011288,560.470707265272,212.535949049141,-78.5724546570727,619.05138194561,4276.34573541582,7134.50390379876,-1212.79332321137,-8033.83567836136
1,86.5521411472347,-69.5217523039861,577.457339744493,208.345279576889,-107.465308008031,5377.53460463136,3614.14081882685,6267.27834809572,8708.92202947289,4792.33610443771
1,88.5160783723145,-65.8575510249622,573.257902979118,204.30708964063,-84.8347235374645,-194.714637473226,-3960.53144708276,2018.09216756374,2894.41262371838,8924.3032084778
1,93.8661632908266,-65.693602887635,578.290198952123,202.699596104206,-103.46787528825,4620.98415009677,-3140.67800994962,-2422.77098819613,1562.93844338506,8179.84391003847
1,92.4964064226426,-60.5171293312676,572.03537657927,198.756789745246,-91.1841575992525,7037.22275327891,-2906.8038193509,877.998978830874,9325.93444362283,4638.89539707452
1,106.861881647282,-76.5838658748793,575.226718317986,235.587927284276,-81.7815515681279,9701.81910321116,-8326.52138546109,-2898.90993852168,-4981.53529595584,-5151.35388355702
1,87.5635933151278,-69.1322192592607,577.908512272085,215.6490312644,-106.899390226587,-4722.07704558969,-7061.07147037983,8458.46396870911,4896.52838557959,-4640.21164923906
1,114.103636944718,-78.106331675781,573.527241628323,202.315792257311,-83.8963081906112,-4166.95945430547,-6947.03212939203,-2050.32361671329,-2687.34200391918,7034.72482040524
1,105.034251146605,-63.0122262953394,565.391443241912,213.557380233632,-86.9752053417523,9751.67064461857,-6849.91939458996,7649.04380775988,9242.50677227974,-4349.40236620605
1,74.0627488101137,-60.558776021455,577.89579460116,204.824274306558,-94.1176130390494,3418.31665020436,-7327.99956109375,-6182.17583745718,-5874.08801540732,316.863232292235
1,109.344563661733,-71.5718915627511,570.352023385699,241.225225729471,-75.8888555546365,-5371.75099365413,2349.49830919504,2952.52609066665,2197.16916326433,-5989.03188481927
1,77.1169054268944,-58.2780507724866,581.85292239609,194.139415897999,-85.1983988414606,-2120.70291861892,9107.93974529952,-9503.91086749732,5520.04985045642,2522.00196497142
1,97.2377212733317,-73.8238644855582,541.071285642592,199.808162054857,-92.4239730879679,1453.31392996013,2870.00378593802,-2927.5611974299,-7990.20263366401,3636.24077755958
1,102.179702756848,-59.0208159517769,560.619512180619,191.849526438401,-111.924001992852,7870.23372482508,-2223.59158098698,-8101.06989461929,7312.13243212551,-5953.14375124872
1,83.2178014938394,-58.5261024192801,582.137261853314,221.095240973316,-71.2626769215661,3660.76242178679,-7278.91742717475,-1081.95683453232,-6568.39637551457,3030.42146842927
1,95.2047527773335,-63.9963202556056,556.887987433821,190.473990752169,-87.5833972291711,7565.27131889015,1383.82186181843,-9521.4667217806,8333.85084290057,8360.9497686848
1,70.5005808943956,-56.8838870744621,558.345025048778,232.829269117614,-105.011201836241,9358.21226332337,-1262.11666036397,-4655.74165806174,-3381.86562992632,2010.28566807508
1,82.0550010472413,-67.9119684493802,577.881443163016,219.3652551774,-84.229062923894,-4846.77417203784,-5022.92834687978,4297.19102103263,-2812.39579431713,-8132.71621242166
1,102.798790911898,-65.9256669249224,581.147217223321,224.943427923844,-92.227055375408,-3129.60792798549,-421.13006580621,3470.35496495664,4978.79299335182,5499.54534973949
1,90.3596640406733,-75.1453193664685,547.806235388466,219.832068277118,-101.273650646971,7418.44705305994,-8313.30569460988,485.888551920652,-7530.06096929312,-6977.04632766545
1,83.7472790600226,-70.5416646397881,568.432470875958,210.292041412565,-96.187001207665,9596.28915879875,-2676.43885221332,-6616.48817826062,-4411.49638965726,1474.83047097921
1,94.289602942437,-73.9525339179732,562.082711647692,204.605938497805,-87.5837666015537,6215.9568676725,3234.00354012847,6874.33199957013,2341.77473466843,410.927375778556
1,94.9141140135788,-64.7182490247966,553.177808042126,228.799984247501,-85.8474730243558,-2239.56003319472,1609.87629089504,4983.55332296342,2778.63958384842,-6798.35778661072
1,82.4975783158577,-71.619913385372,566.082766971084,190.570137143918,-75.7646189714553,-6031.90162219107,2446.92767970264,-599.284581840038,3700.52624028176,3767.68904272467
1,58.5464524585289,-58.1956544735282,578.99941587895,194.225336548902,-98.8021057370192,-521.863950416446,4086.00450959057,-1671.75174225122,4990.44053256512,-26.9572716206312
1,89.3656853809254,-61.7394613579521,585.901403315507,232.7830252816,-82.3794988451253,-4972.54987247288,-4268.74299999326,-957.050756551325,-7087.93147467077,-596.114560030401
1,115.050998672996,-74.4628351708499,573.212866628075,198.06557043596,-85.9195888438505,-6782.45810326189,-464.892107993364,-5333.62565562129,291.445911861956,3654.5027885586
1,81.3667231611843,-61.2186638133573,568.901311817248,206.752511896828,-87.0384770451704,-7809.96920540929,-4123.03907331079,-3579.73556499928,1345.02362925559,-1477.51778364182
1,82.6243138748369,-57.25650139195,571.485770364333,217.669444503419,-111.372952728649,9061.84966675937,-370.842702686787,-1022.60260842741,-3197.89256434888,-5321.31555024534
1,92.5990689493539,-55.0580133971096,541.650913000229,221.557234693111,-87.1297076229828,-9380.33278100193,-2130.47340046614,-9497.7409997955,7619.49099134654,8575.49344189465
1,110.367079937516,-65.4425834130676,588.046936071162,209.945671905757,-86.1867416260278,7228.83556503803,8428.07000037283,6392.48054474592,-4720.07662523538,3051.20202247053
1,96.2088582093251,-70.0036935173197,577.63424776885,205.546889650283,-95.702428075858,5949.98127315193,-649.468558840454,9738.49116824567,1250.25415793061,4122.78025411069
1,108.841514828749,-66.6574779556352,572.330548187044,228.643660633072,-70.2256602242993,-6697.05793261528,-2759.86703112721,1202.06644292921,-4797.08765633404,-1260.99545042962
1,87.6098130502758,-69.2120646437614,568.013260037116,216.387269695782,-97.059639280297,4135.23756433278,-9489.25960343331,145.470630377531,135.934520512819,-5373.76702297479
1,87.0292364841009,-63.5419853362508,564.56970389508,193.52720111253,-84.6769931152448,-2450.96278376877,7749.75170381367,9437.65053991228,-7000.70807244629,-5224.67173170298
1,77.2984791774691,-62.0858367321867,566.359867340954,200.935683760101,-100.394983985755,9383.47773160785,669.145514257252,5358.54501649737,-6330.28076030314,-9575.22493321449
1,85.9607035896715,-65.7383508644451,563.414622885083,191.450055396188,-90.3415756176477,-271.580861881375,1920.73509562761,7999.93094056845,1437.69707530737,-7587.50800043344
1,79.4343434021616,-60.0892222319513,566.466166680864,197.006659536574,-89.5840549784094,-2189.94038179517,-6901.78073011339,8749.27829019725,-9220.24215571582,-1966.56755171716
1,72.6680276761479,-65.690002611216,559.692115543266,210.633350580123,-90.640891815652,-5596.98815923184,-920.009128749371,5005.06979413331,8326.31341181695,-806.624488905072
1,90.5511267847168,-66.8244098173745,557.508075989132,207.968953752003,-101.121292308104,-6324.90481249988,7342.04199630767,8886.69439125806,5115.39613828063,8517.93176028877
1,91.1816903089107,-71.4190185413923,562.624047885393,212.307746154964,-77.6617331057572,4164.14017789066,-60.6252858415246,4181.24255724251,-1881.87224790454,-715.681128203869
1,84.8436769723365,-63.0442542876882,565.398505117328,234.035126359082,-82.6902233769859,-8647.91573956609,-2590.97175206989,-6011.77942473441,-6414.9434119463,-855.775140225887
1,90.9978805862451,-63.6165059313841,563.571544856766,245.584633104063,-89.4310384221151,6735.79800873995,2663.26033975929,6973.06888177991,-332.905268296599,6217.9911788553
1,89.2282212705682,-65.8705781908412,571.323848596618,220.422690209763,-96.3336220282287,7569.54879034311,-7772.83151634037,-7494.03211288154,2899.24487471581,3694.61599737406
1,105.771924467816,-56.4754607050446,577.182879120012,221.752462800472,-65.898655538875,1854.27458491176,1820.67152112722,1153.80066912621,4692.35113356262,-2527.97391731292
1,85.9026275053242,-70.3945914288714,581.150015757129,217.646610805425,-98.9182004435493,-2746.45784404129,-9013.83050717413,7769.51819658279,666.157435625792,-2856.78053740412
1,79.631161807573,-60.522967186633,558.267055062528,211.145209782204,-84.0599069646294,-2825.5398850888,-534.820565953851,-7179.42835763097,-7503.12509946525,6438.21301404387
1,78.5431149808406,-58.0574676925185,563.701593332542,208.524135923595,-62.6820720192704,-8544.40459981561,7993.38618293405,-385.107784532011,5266.78264141083,9094.27432809025
1,97.3340579311813,-64.3883542811184,561.089056487129,223.605719115016,-93.3636811613538,9911.46851796657,106.600904837251,-4837.76973094791,1788.85769098997,4303.63538209349
1,87.8018832488711,-60.8908169540938,571.37153802753,222.957295535204,-97.9170365803174,-3065.49541186541,-9170.58893013746,3575.8994333446,-9575.97344182432,4036.90117411315
1,98.1927776753644,-66.7448988852619,561.332977017236,235.295949487721,-101.721110499659,-7053.42313740402,1862.12993226945,9885.17007324845,4534.3678118661,5858.75842254609
1,94.1725702839359,-63.4847488512621,569.688546403093,202.695368168508,-71.1947894751774,6678.2686393708,8295.16487196088,8116.87764246017,3593.35250221193,5820.28332166374
1,61.4679417328837,-63.6577451329173,566.325679458767,205.971076555027,-93.3842011861677,-3398.39361608028,9027.1144779399,-4473.76278694719,3857.31893591583,-485.559976659715
1,91.9944038287233,-64.0322654431287,574.000628385389,194.35869775576,-93.7175657023733,-9763.96961603314,2181.7589411512,8630.77071029693,912.083312869072,8185.28535310179
1,88.59305611306,-69.1471078992627,592.375140521932,206.137035961409,-77.5633189124498,2226.86136141419,8427.97839082778,3575.97432564944,4205.91955073178,-3511.32605690509
1,83.9587989005709,-73.4109384882966,559.463347770707,200.958639377261,-93.7274574678758,-2717.6413917914,3491.58535245806,-2256.38864096254,1754.94743976742,-8382.91306514293
1,107.983141084917,-63.2399603176737,574.34191954608,220.134169175073,-91.5015604112379,6298.24337083846,756.847844459116,231.0640970245,8958.75558257103,8979.20468822122
1,82.7665835234697,-64.1889032101537,589.964189453292,209.549216055134,-72.5234141325295,4224.30389560759,-9741.31213035434,-6226.28150507808,-9295.46582512558,-8203.56277283281
1,109.548377569803,-64.1185077882876,552.03367772958,204.103603737121,-84.9577217383858,-7084.50463134795,8254.42850589752,5070.7731815055,-3225.2052705735,-1823.09968862683
1,92.4057524820103,-69.7772959911137,580.628460583186,233.485957008336,-86.2201208333578,-7179.5198880136,9570.03261428326,-5196.65479194373,-3148.46090506762,-2150.55201668292
1,98.6779326940302,-63.6055186944034,568.890734533623,216.78104489734,-67.3399684784144,-2349.64862465858,3122.72262759507,-4622.80520237982,5384.41144861281,-603.831489570439
1,101.059427911485,-67.3202675563527,552.775776950262,198.939246339917,-88.1166243024241,6354.75263930857,1318.34476720542,5973.78596197814,3271.17905020714,6133.71779676527
1,107.635339401632,-67.6697626699557,576.297572423766,215.365902411078,-81.8525932780992,5141.20407868177,2375.66949333996,-765.379290096462,7391.43718965352,-5849.13406986743
1,92.6141983447192,-56.5874466950345,585.460543286884,195.589053912396,-89.9386106738038,-5920.13963498175,9003.94579395652,-3107.50359203666,4120.63884083182,-9629.9499925226
1,98.9167708396616,-58.0522057446077,558.906230823576,193.667504973312,-85.718203267007,9187.79663275927,8284.58324540406,-7323.0102751404,7826.43461599946,-7432.81389586627
1,94.2647674944671,-67.2317786475238,574.687488769881,204.639966907134,-93.9786702413532,-5522.04723004252,-3020.02727519721,-7824.72375780344,1637.33138237149,8756.33523799479
1,86.8824892118521,-64.9564886362395,560.471505253766,216.756548631819,-95.7245544412499,4204.26832512021,1704.69383243471,3286.66575718671,5466.81467909366,9580.31151909381
1,76.0172379917491,-59.7527906097779,566.354326654675,199.949140779406,-90.5077928736193,-1722.42582775652,-8855.48697784543,-6780.62359336764,9671.1995638907,254.610660485923
1,87.8498431303113,-59.1391680407661,565.082488365958,215.62329271496,-87.133806349727,7512.04426400363,2864.41322416067,-5306.66887760162,399.060514755547,7374.09435678273
1,98.3674764223882,-66.7130937101296,577.746987931513,213.226581328146,-79.9957411492932,-8415.6106133014,5712.11986243725,1568.62545758486,-1141.21489226818,4627.42678821087
1,102.752441608346,-65.4811379641901,570.752967252725,214.685828206823,-83.7704358825068,1447.94728606939,1811.76129262894,-3702.32990011573,-5443.75857338309,4121.63500674069
1,109.242918147946,-68.6100479221175,577.795628244447,215.156401759634,-87.4585911296002,-3126.78322661668,-8577.16132421046,-6685.76300609857,-1847.16875199229,1896.65763173252
1,71.1855049194488,-61.6865849117949,558.013258877088,207.230091566389,-93.2585883202024,1097.06465154886,1195.77690958977,7217.5751440227,-6314.12819493562,6529.15729209781
1,96.7013697257735,-65.8572916868574,569.305498358285,208.474955126742,-88.0845924269381,-9318.22031270713,5156.27089887857,-9565.60876686126,-178.665858693421,-6720.76882328838
1,86.7391501761095,-60.7735310514735,569.38314885254,205.213111168911,-89.7947013620756,5763.21731321514,8731.46090656519,7952.4815781042,-3458.26529432088,2764.90856893361
1,89.388982807485,-64.7506981272638,556.711962312345,213.594859100131,-91.2215341231029,4440.87754469365,-2721.46634291857,-4873.60394094139,4106.3293395564,-9663.38923200965
1,87.5035881600957,-63.4228542213197,571.54776571409,207.13620766564,-98.5489438428432,-8117.52669047564,9551.38159450144,527.419522404671,-3730.60857877135,-7123.07434994727
1,89.4296766816448,-66.4790191269637,580.240407081165,186.318898832821,-90.5295349537565,-1771.9112476334,653.065200895071,1499.04173333198,-916.590299457312,4875.55201165378
1,90.4229660916485,-62.6843538016454,587.893368775611,233.205528448414,-78.8143618613227,7509.22310631722,-2355.05228396505,-5162.66555991024,-7704.09048069268,9943.16722266376
1,103.934999065632,-59.0791124410068,597.309230393128,222.038383033017,-68.5795210266857,8980.82869593054,-3884.61890630424,5672.34754562378,2029.8562804237,-789.36502803117
1,94.6129202009518,-66.8916064272699,571.084677354967,222.496275495481,-99.6017072099986,-7679.71739638597,-2625.19882526249,1630.12034725398,424.289759248495,-3474.62393343449
1,80.953752173614,-77.8153431043897,578.822505656926,209.137294823077,-85.7883268742836,1346.28410451114,-5784.2488354072,4772.99058344215,8303.67606598884,-8560.26790570468
1,92.3932128048747,-69.0646344501046,588.799512241648,202.98087776159,-82.2167968438901,8083.22371914983,-4016.75067376345,5256.40825740993,-3930.11667300016,9093.89097709209
1,104.921736975268,-53.3692375702583,566.805485539967,217.848600280124,-94.3026500441163,610.477374866605,3723.71963690966,-1622.41439800709,-2921.24825995415,71.1448816582561
1,81.7554781333227,-67.780140593848,569.519709198758,221.884810281961,-107.178344109674,-6886.2923886627,-5502.43861973286,-6597.95650746673,-1696.22286222875,7437.49343324453
1,97.9735848272902,-59.5575781572489,582.176314299736,230.826812816455,-84.287098625839,2403.34481932223,3323.47407471389,-3283.60120765865,-9485.02370622009,-4914.33680988848
1,95.9857301666496,-59.2257515332334,581.348780646586,225.429221813211,-88.891552743234,7981.79836943746,-6791.8472411111,-3524.58972483873,-5802.02901735902,3973.60503207892
1,91.9024055553017,-70.0384963597491,565.88169082769,212.657981351099,-96.0612421588669,1048.71642775834,-3276.20934695005,-6725.5142563954,-9312.18795012683,7174.52336102724
1,105.622312590231,-64.9190913776885,581.312314371329,194.641841368298,-75.8307944023652,-5326.80667471141,-1851.25324875116,1143.73160526156,-9550.78136641532,9804.51693758368
1,77.5410454134529,-72.8658210742321,586.473391459073,198.628351245124,-101.187902407044,-3160.68701911718,727.183567360044,8905.18269035965,6572.36169092357,-1940.35955704749
1,60.5385393834054,-75.139185587974,573.666735325728,202.601899817693,-90.3053097100458,-4513.76836746931,1442.85491667688,401.543411426246,860.495497472584,-4749.01022389531
1,78.6376414350036,-69.9615693060914,590.34899499837,219.873388906379,-70.2861506280454,3850.32067075372,7597.38702792674,-4415.11741839349,-5142.45249330997,6033.27775374055
1,93.7104979252973,-67.4306430030827,564.022682775266,230.463836426882,-95.8202993119044,-2544.19982433319,-9525.79391654581,9667.3063095659,-5858.01058448851,9354.35749124736
1,78.776964132669,-65.3034320015504,569.000672934992,204.913561907452,-106.38308838274,-7637.61611189693,8509.92893334478,-1301.27088632435,6691.64903927594,4504.24808077514
1,76.258458934982,-76.8991198564002,577.019142127452,214.667787865514,-95.7028393559035,-5483.58936794102,-8949.5097193867,-5007.02574383467,161.628597415984,-8693.0283671245
1,85.9349618997565,-80.6130476493509,566.256553960284,204.940099523209,-88.0689591128031,9336.92595921457,-7554.99003455043,-135.871176607907,-6979.60092220455,-1585.31438559294
1,79.4362342012255,-69.7612988791268,562.711193321044,199.746842263869,-81.7250678035758,6527.68278960139,-7415.54321721196,1500.05829986185,4689.24110755324,-3098.96813705564
1,80.7991848899021,-54.9617829116978,568.810006176185,235.20880186392,-107.504810435859,-665.677143260837,-3458.94184429199,3498.3944799751,-4327.72241998464,1941.69158115983
1,92.827251624403,-63.9053959676982,583.976044011301,203.033065020988,-90.5551855354166,-8453.17880623043,-9553.9506804198,-5350.11347383261,-1489.27422706038,5961.43667586148
1,93.1796561355835,-64.2961784625615,560.650477415727,222.791405082209,-102.909359772892,-1528.98073196411,-8659.57546047866,1654.51985783875,-9222.04661183059,2960.64650639892
1,104.750642318683,-68.5344141564427,567.943009043079,222.188075393614,-70.451939253016,-1651.36496536434,6457.69053604454,-8432.78949614614,-5082.11314212531,5648.90083856881
1,81.0113274022198,-63.2450137556001,560.080902267969,237.183981516491,-79.3988236427482,5130.49930799752,1087.37899921834,-1865.3411231935,-9944.9121998623,-9229.27682287991
1,103.283696170049,-60.7219960463062,560.13819267365,196.371592720976,-69.1510873485549,7521.07644453645,6643.55068467557,1259.2750415206,-6812.82067205757,6729.19356264174
1,97.2054565912912,-63.5973391301277,555.050370323316,217.420641691594,-76.7945056979305,-5944.3379426375,-6584.80891957879,-1029.91404943168,-9615.34106172621,5122.66232166439
1,82.0238794808537,-55.1814588643738,567.300057460802,216.19878287935,-101.570876976345,-2604.40273210406,-7633.87097045779,2320.25688979775,5479.82772346586,-8763.81718553603
1,78.2016788175722,-52.9340954056298,571.263298992622,199.377936961029,-106.570003673361,9667.07052662969,-6437.97382712364,-8477.08554472774,1618.65010391921,-3048.59431926161
1,100.067757149805,-62.61731368209,569.164584206538,207.846087563203,-87.9522079130954,7055.49206584692,-8617.20163840801,2773.12276884913,5142.62504409999,8200.94656664878
1,96.5971307972115,-72.7389117816734,572.783976559701,198.368232136468,-87.4941723306568,7140.20356535912,3668.67641918361,-9392.28089991957,-4045.424843207,6735.98047345877
1,82.0303426117493,-67.172650184852,571.817966158796,204.816488587565,-75.9474374653528,-1605.76199181378,-4351.76924802363,7828.65965738893,8473.95078744739,-22.8145625442266
1,79.6818772021389,-70.3395059761795,575.862863740924,201.303963333755,-97.1047785629454,3543.79356373101,-2245.63522264361,-592.476977035403,-801.265179179609,-3842.06973016262
1,64.2167251529782,-59.6181102841733,587.005259507838,212.361586149133,-86.6367506778208,-1871.28780875355,-300.270491279662,8642.61358510703,7162.36374340951,-459.272256121039
1,91.5405085397789,-74.6865276390836,560.017529791111,190.393108721222,-87.6392362526734,-5586.8870113045,-2752.79560126364,-5694.38218604773,1426.98403447866,-5476.27831809223
1,75.4816558407924,-64.3121509601354,576.473889181499,206.490290826072,-84.9377752227413,9730.05788400769,2995.43376080692,-7618.89124289155,5492.85073764622,-2191.72248616815
1,77.2232972719592,-63.1471514875873,567.962948292547,205.649329622878,-84.4927466414345,-9598.64768199623,-6807.76671506464,3856.12713173032,-940.406182780862,5746.6595293954
1,89.8462829167395,-62.7279250804804,564.82078077459,222.461580272357,-91.5183343239519,4770.03262843937,-9229.81254756451,3229.38414290547,258.639906533062,-6982.43192397058
1,82.3924803834926,-62.7438993083219,564.663157812139,192.191321703952,-85.771651070796,-6996.46136257797,-9902.24304609001,2444.60720103234,-641.936901956797,4512.71278318018
1,82.7953461700835,-67.572809873117,551.783478764609,229.152386574551,-88.3901654600109,9636.54979597777,-6175.88215041906,-5260.16026735306,-8662.46713791043,1814.70389477909
1,101.955173355852,-57.9530992103591,558.131162814093,195.430675503815,-80.8754480274559,-1930.51702342927,9534.97470822185,5965.93852620572,8500.3807162866,3886.71106193215
1,90.6720663336382,-76.3605102000998,559.865785186395,209.516240267532,-86.0281508869935,-6031.00884705782,-9845.58804426342,-9952.1714495495,-7919.64760050178,-4830.88560868055
1,88.0607498597068,-70.8341249503374,572.388724889595,216.795357863769,-92.6462150053811,4542.20738727599,-8338.63098639995,-4151.09584573656,-737.951705232263,9991.89130961895
1,72.8049415270093,-67.2812007787682,582.283321540298,231.166392175431,-94.2681018232234,-4741.96554161608,9502.61897407472,8749.68574848026,8066.38742331415,-1196.46384380758
1,102.486294421273,-61.8690640568116,569.737453137078,237.221100899927,-83.0406339561434,7156.05839621276,-2193.40028706938,3309.41062886268,1561.2165350467,-5647.31657039374
1,97.691688996407,-63.8674058453514,549.881483882767,238.21486048787,-71.2689232856959,-9704.80137038976,-1377.79163196683,-6252.52364668995,4994.90023124963,-7247.72076122463
1,92.0029155867408,-59.2771409818488,570.520596820769,209.712518178644,-80.6181630994481,-7660.4951871559,1303.08454856277,5462.30114530772,4296.61362431943,-5248.4865533188
1,89.0392531431551,-64.143923360516,595.865097049284,179.690330113084,-89.029876591908,9640.18367696553,-9522.72715978324,-3498.22120275348,5281.75298124552,4601.58359725028
1,89.5296697582843,-72.6959517458362,566.774189481647,215.440333154858,-72.3948994923204,673.878593370318,460.371570661664,-3058.21128189564,-8540.48937559128,-7981.36583529413
1,90.1233063124899,-67.9445954854576,568.266613465762,222.326121294271,-94.9045821343671,9311.11820042133,-222.551980987191,4048.24709985405,-3092.67426840961,5512.92444113642
1,89.8363040401588,-62.2955352210247,581.329954069054,207.920580710763,-103.81778778656,-3430.91315124184,2522.99316693097,-6049.63099583983,3215.09875357151,8733.59231743962
1,84.6967575610079,-62.4069922348625,556.598693022919,193.409084286329,-104.212240449598,-9608.19062776864,-4565.22144842893,7968.24152115732,7006.7553082481,1054.85572014004
1,107.468550287799,-63.6671373835773,558.73445516511,212.471848750158,-103.526268090051,6714.79624230415,6535.81403661519,5165.86922109127,8459.44269094616,1564.0131989494
1,100.403892898123,-65.039908052624,561.239153912564,206.182928379116,-69.1379468674456,-9018.03161948919,6472.17196412385,5018.99876166135,-8558.18326119334,-4874.31983463466
1,111.539016346722,-57.246835212158,555.832018526791,217.330751994237,-69.0575399303456,-302.954716607928,-5377.46862508357,-6172.25574795157,-1077.73217838258,-1624.15546830744
1,82.8098885363104,-64.7795330395604,554.739937827183,219.551312768644,-86.7498928815152,3735.0923102349,5150.07165260613,4519.50559858233,4494.54981833696,3526.91488340497
1,94.3255969921739,-62.8103328203829,573.33726597341,190.752044209082,-78.7987319840959,-1953.84331047535,8306.17914441973,603.232583962381,3682.74141103029,-3858.99232234806
1,104.424007956255,-66.8991340804442,557.007774415213,212.816662162398,-87.7779937545666,-3978.63599937409,-7567.38916505128,-9763.90754804015,7217.49547868967,-3237.87484783679
1,81.6481352338924,-63.4696555876534,566.823124002612,233.073773778349,-74.4809261786648,-9868.47770866007,5831.16977941245,-106.71456810087,-4672.51940164715,4172.55870066583
1,89.3678330829557,-56.4135772332271,570.865365578446,200.158555647211,-75.302517468609,-8357.75645915419,-1356.45224712789,2099.65168964118,-211.661015637219,1599.75789953023
1,85.9574245669366,-69.108775599257,564.629690001782,216.39283137716,-90.946408243074,9719.9026029557,8204.0491187945,-4288.83154410869,-7242.12058354169,7701.67334936559
1,77.3072586791034,-65.3917285468803,569.164037144806,210.364046909795,-65.1624454480457,8106.59070964903,-1139.85296338797,8943.38110927492,-9291.88156500459,-7706.91020879894
