Current,FeedbackCurrent,Position,RefAcceleration,RefPosition,RefVelocity,TrackingDeviation,Velocity
481.1052632,-232.8163265,0.613930848,21.77789545,-2.328729409,24.00575565,0.119501426,30.2460309
2.482758621,-759.75,-0.18273070600000002,-7466.45735,-0.44190345200000003,-27.52770016,-0.165362423,3.53345105
31.25641026,255.41666669999998,-3.228607977,-3128.300609,-0.809597615,33.12343908,0.06881699200000001,33.17062352
404.6470588,-634.1794872,-5.790785658,-733.5328390999999,-2.303700021,-20.73189407,-0.020877519,-2.049224524
1411.028571,785.7142857000001,-6.290651775,4922.896192,-4.2911309630000005,-35.54787674,-0.124516686,-33.63889203
-301.38709680000005,30.95555556,-6.011770512000001,-1370.899439,-3.248779065,-56.10244346,-0.130182334,-33.34057801
564.8378378,-317.6744186,-5.4698308110000005,5121.5133479999995,-5.336513,-10.10338857,1.58e-05,-15.75208523
-59.21875,20.97058824,-1.728130156,-1952.612938,-0.727352455,-42.350102,-0.160868959,-15.36759344
-469.7142857,665.6904762,-0.11632878599999999,-2976.647152,-0.9441681820000001,7.86181,-0.024821906,24.20580303
74.55882353,-160.15789469999999,1.090933892,604.6024928999999,-2.79785655,-2.14760381,-0.101743463,2.11849375
420.6774194,-866.9142857,-0.520907632,3060.431988,-2.405091815,1.128278769,0.019785707,-18.24330961
328.8076923,-867.1818182,-0.6310169170000001,755.5490667,0.7068920559999999,22.02782643,0.09436864699999999,16.140656
-315.2894737,187.9032258,-2.7439825,-5478.940887,1.251132954,-34.70454327,-0.125884581,-6.837320237
-1.111111111,1209.117647,-7.506067857000001,-277.11192860000006,-2.6648596,62.90192019,0.095804679,24.758428
115.92,822.4242423999999,-6.5950714999999995,-2981.338729,-1.77947419,20.4465005,-0.063640932,15.75832795
-567.1351351,49.56756757,-6.168596053,-4073.5630170000004,-1.05526365,-37.80353235,-0.017567802,0.45481227700000004
-262.4,-920.1590909,-1.9859423880000002,-2684.0534620000003,-1.079550714,-35.46348416,-0.07081105,-11.15149869
1004.322581,232.31914890000002,0.618087272,-3492.468679,0.9558412000000001,-17.32903476,0.050016267,44.70029858
-285.57142860000005,-373.8857143,2.423217573,718.8150684,0.14119236400000001,-11.95610373,-0.019581447,-7.88602381
-160.88571430000002,-410.62745099999995,1.4996807559999998,1445.313383,-0.530325907,-37.98695331,-0.096282937,-23.08147684
-1486.864865,-493.34883719999993,-0.263918444,-4515.6020450000005,-1.665523875,-0.391220292,0.024148112000000003,-7.522894132999999
-610.975,-64.89583333,-3.0479324230000002,1365.069679,-1.955802222,17.35767105,0.040471921,-5.52359122
-935.2272727,-476.4565217,-4.932180795,-3411.9948329999997,-2.676969346,1.5788263999999999,0.040363218,17.67830232
-428.69230769999996,-762.7608696000001,-7.020296431,-635.1227826,-2.13596848,-41.37229473,-0.053766996,-15.2991196
911.9354839,-130.2765957,-8.031430614,-773.7911111000001,-2.4510302840000002,-4.67646,-0.016863346,-0.782658518
-911.3,-722.7906977000001,-4.594067024,8600.123478,-3.198889682,-67.1017753,-0.074150781,-14.54296826
106.35,-290.16279069999996,-1.1526655609999998,2411.332165,-1.265526533,-9.719244999999999,0.037854213,-2.76316373
707.4222222,1157.816327,0.67065569,-3022.0373170000003,-0.9109407190000001,52.05212375,0.166715378,20.78684038
60.48,-382.325,1.556930929,-5340.494471,-0.30326375,29.46308059,-0.050670270999999996,6.055917947
-659.3611111,282.0238095,-0.7676480729999999,-5851.702317,-1.067310496,14.78246248,-0.016552399,24.02663843
473.15384620000003,325.744186,-3.951399333,171.50143789999998,-2.660237545,-5.3905318079999995,0.011298427,1.118661981
-361.2727273,106.9189189,-4.509326333,-8.360132,-1.832399296,20.58236259,0.018954575,16.79351867
701.7647059,-198.84444440000001,-6.721998722,3017.463569,-3.799765732,19.09625512,0.090500771,-9.404193563
76.0,569.325,-6.766176763,1344.515983,-3.217357909,-46.73977391,-0.14675310800000002,-25.94109871
1202.0,59.27586207,-5.914909706,4852.096606,-5.18410581,23.43990348,0.085201585,17.11019013
199.58333330000002,803.9210526,-1.668252615,642.9644292,-0.12169828,53.91676142,0.219237268,35.54099866
-176.962963,45.34090909,-0.772922195,844.8870400000001,-1.739563571,16.40767703,0.017274029,-9.791420543
811.4285714,-141.35416669999998,1.395696917,1263.205522,-2.1070416880000002,-6.242341737,0.018294981000000002,-7.115405629
394.6086957,-344.0,-0.7785591190000001,5198.859682,-3.121920318,-3.105741273,-0.0434273,-22.65909593
-2264.631579,513.1470588000001,-1.993872046,-7668.2575879999995,0.631362222,-37.20146037,-0.100427007,0.227312563
561.0689655,246.3095238,-5.906555435,-3668.361667,-3.124985385,8.720386696,0.041446548,1.071494304
-13.90322581,120.2857143,-7.605711277999999,-1539.863652,-3.196868261,-44.60409427,-0.044621653,-27.94005968
-483.36,-207.0731707,-4.473597895,3400.964826,-1.43063896,24.50681638,-0.029465934,-11.28738351
180.5135135,830.6888888999999,-2.7778454889999997,-1129.132828,-2.477432269,-10.07339286,-0.055761995999999994,-17.08676234
127.39393940000001,179.08695649999999,-2.217613559,347.30863999999997,-1.689556667,8.0782446,0.106991923,-8.914579072
465.2857143,68.67391304,-0.417825774,3280.237868,-2.824427964,23.99952357,0.10291908,23.1754155
-998.6666667000002,-17.20588235,1.354656088,-2031.941748,-0.242596272,-23.11700809,-0.071562712,-5.4060777810000005
260.03448280000003,-782.4358973999999,-1.417279767,191.2380136,-2.654325,-46.56456926,-0.099352833,-36.23855443
-212.9487179,-101.38,-3.0203841710000003,-3809.668165,-2.7027488330000002,-47.95453544,-0.092130059,-28.65546382
104.6,268.71875,-4.155096889,-2905.7892739999998,-2.580916048,4.040942316000001,0.032869827000000004,7.9850280620000005
1112.414634,-107.1590909,-7.957583347999999,1912.864852,-4.028202731,8.010928545,0.013682383999999999,-9.415233189
-493.2432432,107.74358970000002,-6.961905405,-5116.722667,-3.871832625,-60.7015,-0.20323089600000002,-42.09205854
-1147.214286,612.3611111,-5.936297971,4601.516754,-3.7928667689999997,37.15529077,0.060666961,27.72643401
46.86111111,-174.9487179,-2.0811994869999997,3460.544043,-1.5578999519999999,2.1142187619999997,-0.13442151900000002,-7.497818414
582.1851852000001,289.3529412,-0.109554216,46.40254706,-2.097263611,22.42732645,0.09335679599999999,28.897383899999998
58.66666667,-136.35,2.8357171739999996,-795.3912142999999,-1.5786139469999998,30.010630199999998,0.009675256,-17.039122199999998
-788.6428571,512.7894736999999,-0.8941447570000001,-3068.314982,-1.558477624,6.070380125,-0.01152357,14.88644162
-497.75757580000004,250.36956519999998,-3.784782136,-231.5639682,-2.243299917,2.451344909,-0.024262302000000003,5.38162927
1019.3235289999999,-576.2222222,-6.089576941,4340.302778,-2.976631667,14.40851059,0.064535219,0.611948881
387.7666667,745.0,-7.478943947,-2209.50785,-2.598409609,37.93126267,0.129098121,25.13338906
-349.5769231,-166.5428571,-6.235371402999999,-414.6453318,-2.38468412,-35.02532817,-0.10040691,-16.16611796
-468.06896550000005,-83.7804878,-3.80972335,-1928.394586,-1.624578075,17.78060613,0.077601383,2.9855893119999997
159.0909091,-229.2926829,-2.159789083,-1776.2050739999997,-0.517202929,21.14034491,-0.000367315,3.5878642810000003
560.53125,-1233.595238,-0.811093244,473.794788,-1.238728692,-57.82999896,-0.12061193699999999,-8.710724259
-522.8157894999999,92.95348837,1.463428462,289.1206132,-2.378792278,50.23556553,0.08731517,13.85861159
157.34482759999997,-174.2765957,-0.490056735,-1761.0021170000002,-1.766877889,28.26338481,0.069792681,12.305161199999999
-731.7878787999999,-251.56521740000002,-1.8251265490000002,-2414.057988,-1.959198407,-57.65159621,-0.132614396,-8.758663481000001
-567.7714286,-3.414634146,-4.076503419,-6228.17965,-1.087972619,-12.985669999999999,0.019074232,12.15064067
118.42857140000001,-602.4615385,-6.822147977999999,-4181.212,-2.148480345,-16.76176515,-0.052083200999999996,12.25259983
546.7941176,283.1086957,-7.68909435,-3690.326081,-4.749311545,-23.68061905,-0.053868102,-13.35503347
774.1052632,-4.780487805,-4.5705148719999995,74.5685,-3.293525087,-18.59101573,0.029927417999999997,5.508394172999999
-148.11428569999998,273.5263158,-1.9497553109999999,-1029.8635769999999,-2.004769091,33.80513614,0.137749147,14.68317048
886.3142857,475.1111111000001,-1.0134431959999999,7617.119263,-3.344745833,41.72365374,0.031746689,-2.059764541
462.9428571,-33.72727273,0.797058095,-1137.673241,0.9703615809999999,-4.07955772,-0.06265029700000001,-2.987134016
452.5365853999999,271.76470589999997,0.17745515399999998,-744.1232679999999,-1.439155821,0.8968775999999999,0.00211049,-3.68730411
426.85,440.6875,-2.25935799,2429.677689,-1.512414788,36.02645453,0.098254421,5.696639782
-1099.351351,-137.95833330000002,-4.355380471,1729.281214,-3.4721721789999997,2.252584615,0.025332133,-11.40600132
-698.3214286,517.0714286,-6.587855332999999,389.3128647,-2.4141299569999997,7.3443625,-0.001854854,-12.29668189
704.7173912999999,-100.5081967,-7.31250824,6891.813904000001,-3.1544488889999998,-48.88972545,-0.096088735,-32.04826195
1255.8378380000001,1379.125,-6.139150667000001,2298.1243,-2.5817087830000003,29.834734700000002,-0.005116924,5.073441142
-83.25,370.6842105,-3.1231092289999998,-1832.4905449999999,-2.232101364,-17.32931577,-0.058617384,9.315285402999999
-1014.659091,109.3571429,-0.13227952199999998,2647.1028079999996,-2.80611376,3.210480455,0.04937872,6.445222505
235.97368419999998,-560.0465116,0.047058024000000004,2829.739292,-2.896288,18.31833169,0.0039576659999999994,10.59795925
801.4390244,155.04,-0.227808426,8712.240636,-1.7346808569999999,20.61040522,0.042716027999999996,-8.830772083
-7.634615385,73.36,-1.7520790000000002,463.27887710000005,-0.23696496,16.04729332,0.009289744,8.319395816
347.75,-726.35,-3.455302488,1831.08504,-1.79076029,-31.60609825,-0.04716176,3.1668518789999998
272.48571430000004,-642.1219512,-5.517917618999999,-172.98655559999997,-3.271843778,1.065977172,0.008679588,17.158814000000003
-616.6904762,281.0833333,-7.625439717000001,1118.7590369999998,-5.301210448,23.46203932,0.024884124,-1.649976551
-191.5714286,416.9767442,-6.075328095,1819.6635420000002,-3.8186113039999996,-14.45322286,-0.033255296000000004,-21.25103705
-55.8,-141.0377358,-3.459021615,1032.5322529999999,-2.177818114,-3.1097803230000003,0.037160883,-4.057290073
367.952381,594.4285714,-1.866201829,654.4797229,-1.890048115,64.75856957,0.21377249199999998,45.53654074
-592.9,553.3421053,-0.166430952,1695.189048,-2.5951759130000003,32.86407077,0.0649655,16.93581205
576.34375,480.84375,0.135846419,1796.621853,-1.597919,66.48639399999999,0.121150853,2.668056094
64.57692308,428.3793103,0.74396701,-2982.5383079999997,0.28254250000000003,30.6011788,0.001184004,-6.731711982
-149.3823529,-141.0789474,-3.0148598210000004,2034.014548,-1.090949435,-7.75712381,-0.064979568,-6.917927400000001
-9.172413792999999,196.24324319999997,-6.37311015,996.7700476,-4.4752384780000005,18.66056611,-0.0020775760000000002,-33.16860741
1334.935484,624.8809524000001,-8.136051977000001,-1389.8993679999999,-3.500098333,5.525488267,-0.072491555,-4.415894875
-732.5897436,-1249.684211,-5.7310518539999995,4984.5367719999995,-3.875956393,-5.4221758079999995,-0.014235703999999998,-25.15637988
832.2592592999999,754.8205128,-3.5748081289999996,-356.13617410000006,-2.913729677,10.62794477,0.015402285,-2.565922458
4.542857143,570.2105263,-1.106299278,-1092.568832,-2.80711752,24.37510708,-0.006551998000000001,9.583213149
596.4186047000001,4.05,1.1072892909999998,-944.7470322999999,-0.079603879,-0.7002144370000001,-0.000698582,11.754449900000001
-687.8,-463.8974359,1.372841978,-1978.2727579999998,-0.537425185,-43.45821057,-0.14221135199999999,-6.989767555
389.2903226,-429.3888888999999,-0.136273071,-217.48984,0.405890436,32.444331899999995,-0.0028809559999999996,16.65782261
-0.578947368,-1083.354839,-2.444215032,1984.861259,-0.659434471,-39.33688704,-0.137785934,-8.951959445
939.46875,54.13888889,-4.954404483,2415.2994,-1.194731533,-7.508684118,-0.022006142000000003,-20.43937273
-899.08,16.89189189,-8.07997891,-4875.076471,-1.034038789,22.87940222,0.030137623,40.10759223
633.4375,94.65957447,-5.32479241,1526.456333,-2.1632690869999998,-21.87502067,-0.020541898,-21.16217112
-1199.666667,-350.2666667,-4.68433909,-9709.058053,-3.151796348,-47.8464325,-0.125243406,-22.26918814
197.65789469999999,555.8636364,-2.041000364,2974.372579,-1.370808957,-23.059632999999998,-0.12341487599999999,-19.34413521
586.1034482999999,-746.975,-0.452300056,3618.390718,-3.2321973410000004,-14.49085714,-0.038196825,-17.28546882
340.75,207.5675676,1.865396571,-895.6541306,-2.0730598000000002,-33.81903211,-0.037359269,3.43493476
-1447.25,-440.22857139999996,0.290717182,-5615.678753,0.155363164,-10.50336426,-0.12348821199999999,5.150418908
-219.6785714,-509.63333330000006,-3.028287713,3678.4297,-1.49329535,5.896439042999999,0.077220149,0.266165365
563.7894737,-833.5581394999999,-4.769238667,8239.250128,-0.9759927620000001,-21.21667455,-0.076315749,-23.18264883
-486.05405410000003,-469.7105263,-7.010786061,3533.782279,-1.6586058999999997,-11.38225091,-0.071681121,-28.32858051
-818.4411765,187.8648649,-6.4161364999999995,5539.3859520000005,-3.111741167,39.52716895,0.155504647,14.21951298
-1078.324324,-463.75,-4.572738643,-1385.515681,-3.199852087,-34.26906029999999,-0.173049791,-13.372566399999998
-636.4117647,980.3333332999998,-2.327876447,-311.2378738,-1.1350146429999999,-11.41513875,-0.049669155,5.221268169
-1399.9375,-573.969697,-1.237893291,-1254.012166,-1.4925943330000002,28.63213068,-0.011177589,-0.149896725
1212.5,685.972973,2.886026231,5964.9980000000005,-0.601353737,42.66661294,0.035383654,7.920833702
500.3125,86.72413793,0.440282636,-5384.907015,-0.42233021,-35.36130345,-0.060817200999999994,-10.24969847
175.46875,684.25,-2.887972925,433.0485844,-2.045805,26.05785737,0.06636521599999999,24.75291956
41.875,7.224489796,-4.420894527,19.30263158,-1.611298625,-13.45077533,-0.107539965,1.7277819819999998
154.5675676,-537.1904762,-7.049285587999999,-604.0050382000001,-0.941081176,11.97838929,-0.076418136,-27.03596833
-1088.96875,-175.975,-6.186558079,1330.494435,-1.9085366519999998,30.07961691,0.053091796,1.747845853
1138.228571,-490.4390244,-3.984453171,1519.117367,-3.618189048,29.74873082,0.020938271,-16.86000748
683.4482759,660.4285714,-2.6285715219999997,-359.74145,-2.409314813,3.006156538,0.021228088,11.11682435
-1019.189189,-779.8947368,-0.11990548699999999,-2735.589217,-0.534433133,-17.1741095,-0.080448993,-0.8458273829999999
-308.94444439999995,393.8409091,1.4847581859999999,-4123.194902,0.324821292,-24.77632504,-0.08184024599999999,-16.52027725
-258.4782609,305.38235289999994,2.645820872,-2091.941686,1.969390556,17.55353858,-0.026698412,35.29449154
-117.0,908.3589743999999,-1.281015359,-4572.360839,-1.1978621999999999,42.70280324,0.187019927,29.74931065
-543.5333333,501.97560980000003,-3.9273623019999997,169.927092,-3.2678756539999996,-24.74565779,-0.010917012,2.6702833669999997
370.68,-35.68181818,-5.742414922999999,3627.383833,-1.091378095,-6.107501524,0.048364662,-23.52163032
674.6086957,96.82142857,-8.697201654,-2497.436938,-3.383723065,12.30437471,-0.094733275,10.52426556
406.7631579,-143.2051282,-8.570480732,2331.12591,-5.439068063,12.66912394,0.067574213,-12.99419779
1309.4705880000001,-808.25,-5.754969615,5359.807039,-5.768363158,-67.29195240000001,-0.076408707,-17.11860501
-352.5806452,-265.625,-2.58722027,-1064.8202939999999,-3.164142158,-5.828187524,0.005334869,-2.785715371
-205.516129,614.1842105000001,1.146817707,-4906.515375999999,-0.7811311479999999,6.143072,0.00878473,23.90578373
-1058.586207,-416.7027027,-0.073350927,-1223.0288130000001,-2.187694545,-38.47665821,-0.091857516,-26.93187968
484.47619050000003,760.3035714,-1.459983634,3082.5765,-1.899744118,28.86236719,0.014627402,-2.425937511
993.8888889000001,-316.325,-2.266435188,987.3429259,-2.662173633,15.90080279,0.023879362999999997,18.65775137
404.07142860000005,-824.1714286,-4.914776061,-2680.7822760000004,-2.6946692000000003,-15.98953626,-0.025952137000000004,0.825718605
-461.65714289999994,198.9285714,-7.210822766000001,-115.28094820000001,-4.705947815,-5.581680292000001,0.02072821,-28.16373266
468.54761900000005,136.875,-6.8712274429999995,-1056.1646560000002,-3.8306623460000004,14.66809218,-0.034738362,7.359019841
-629.4761905,-1240.0930230000001,-5.782697972999999,-1847.955555,-4.124388951999999,-72.66960652,-0.000375516,-35.42723043
26.16666667,-140.3947368,-2.68417303,-3200.01845,-1.718316542,-14.69585688,-0.029527077000000002,1.266253174
316.3125,519.8717949,0.177599146,334.92922289999996,-0.48423299999999997,38.62827818,0.066027641,23.30238605
898.1764706,220.2432432,0.36758724299999995,-844.0837475,-3.2299504089999997,-40.6731136,-0.10938170400000001,-22.7243694
388.40740739999995,-133.3333333,-0.954046345,6928.551681999999,-1.9253084619999998,43.58150681,0.061736787,-2.267043405
-160.1,334.77777779999997,-3.65423785,-2869.893668,-2.640251068,13.24380019,0.020356118,12.611667
-1383.8,686.2439024,-5.203140095,-4513.189428,-2.453562941,6.491759063,-0.06420582700000001,22.87354623
114.8461538,267.7959184,-7.774461944,-1676.1678949999998,-1.444227005,-0.453239688,-0.025188052000000002,-1.6327855180000002
-337.59259260000005,-986.8421053,-5.4472449439999995,2674.652538,-3.4333222689999996,-33.10380422,-0.039732928,-12.995894900000001
-39.40540541,563.25,-4.5604,8970.218571,-3.795604425,40.054925,0.077202648,-2.02817625
-1415.666667,-440.4375,-2.331827444,-378.4026818,-2.603963957,18.8946295,0.025676188,11.44369268
478.13333330000006,0.684210526,0.741278111,-487.431037,0.044333469,4.0091336769999995,-0.076977297,3.218426315
-308.87878789999996,906.9090909,0.665776135,-3553.414611,0.05282586400000001,82.93861364,0.129162471,53.701920799999996
182.5333333,340.68571430000003,0.31667756199999997,-656.3842941,-0.8501932170000001,20.66048656,0.153236208,35.77119582
394.35714289999993,178.3125,-1.579226152,-2886.127511,-2.575566174,-26.62527895,-0.087917309,-11.09088171
1494.208333,-57.94736842,-3.540572949,3205.1388239999997,-1.256243312,-10.95230394,0.01443635,-13.07549609
-788.5925926,-331.5853659,-6.061776087,2997.597818,-1.9981728890000001,1.574204476,0.010050696999999999,-4.869380275
-439.46875,-366.775,-7.363839458999999,-1691.2246089999999,-4.0198544169999995,-37.03539867,-0.076330885,-14.70836631
-40.22580645,-494.48717949999997,-6.033246632000001,-3112.2614,-4.949112773,24.46393675,0.056464528,-8.882852335
215.6764706,-578.3902439,-4.168961789,5520.721381,-2.4778804169999997,-10.88236333,-0.063992834,-23.25274612
-612.3783784,544.1627907000001,-0.469368556,2911.917061,-1.6036785690000002,11.47384929,0.023857827,-18.69335717
350.11764710000006,259.7631579,2.0541543509999998,-321.3163912,-2.7891399519999998,54.45898365,0.151034148,-3.206141068
-597.2142857000001,-667.5666667,0.633545667,-2536.085706,-1.124076842,-30.69759761,-0.155999363,-17.21440578
-546.6470588,365.6842105,-1.3364471629999999,-3619.04532,-1.4052371540000002,-54.23366168,-0.116124251,0.876673574
214.33333330000002,277.5609756,-4.029766667,156.221812,-2.5585526819999997,30.31642235,0.027256119,-20.00438373
124.09375,252.58333330000002,-6.521645832999999,4406.643861,-3.6692733889999998,-18.55206861,-0.027785817999999997,5.4574848760000005
-26.88235294,776.6944444000001,-4.627540028,192.78105559999997,-2.430933722,-11.75391941,-0.172989715,-7.5310377939999995
865.04,684.525,-6.883375868,3994.67412,-3.7316020830000003,21.37419539,0.019785182,3.281177267
-914.3548387,682.2307692,-3.7271544999999997,-2282.7981579999996,-3.2215215,44.270418,0.08802255,15.83394727
177.8965517,-230.16666669999998,-2.762978731,-2389.380188,-3.134368095,13.91910628,0.037858737,-20.49142865
-348.88,-371.195122,2.034596857,4435.968073,-0.149426182,-45.71060526,-0.056791466,-12.49238685
-515.3043478,91.08333333,0.130675921,-1030.460696,-1.334518519,4.135046522,0.028761686,15.76780489
847.4,671.2222222,-1.011042563,-6198.349143,0.103735778,-15.259295000000002,0.02276291,12.65509772
-313.9259259,65.02857143,-4.166177848,-2031.2724079999998,-2.1783997580000003,-8.872928100000001,-0.073946052,-12.27912486
668.0322581,132.8378378,-5.802417105,-5757.368095000001,-1.835105318,3.7702046819999997,-0.028697767000000002,36.84137686
158.9259259,124.41379309999999,-6.0663507889999995,-7481.8325,-2.428144833,-31.2160697,-0.06359509099999999,2.568201619
191.3,-282.8857143,-6.4312882060000005,-1568.1303890000002,-2.86508732,18.95439233,0.04094458,-0.9108660670000001
246.5454545,-585.0714286,-3.646019907,2860.11568,-3.421427037,1.161255348,0.016134253,3.656186978
395.862069,-278.22222220000003,-1.800071842,543.1147059,-3.229827045,-53.29479095,-0.10601259099999999,-20.47936876
331.8604651,627.2142857000001,0.9946464709999999,-755.3587332999999,-1.844942941,35.73073763,-0.020646254,13.87985927
522.7948718,-294.0,1.190295844,2833.3470429999998,-1.83502092,-15.488308800000002,-0.058027959000000004,-10.46473746
-625.0,158.2325581,0.737545,991.1810332999999,0.384660204,-7.759217091,-0.002409888,-2.11093214
-200.63888889999998,1066.75,-1.811908824,1074.673278,-1.110368938,48.03818377,0.145747706,15.90550059
428.5,363.38235289999994,-4.949944441,7010.188434999999,-3.540038208,30.51504023,0.071064536,-7.14484293
396.15625,205.627907,-8.17138975,2291.712704,-4.000603957,30.98546756,0.092461949,2.7269037689999998
-60.82142857,161.3513514,-8.042106182000001,2465.286375,-3.4492964999999995,-56.12642647,-0.107192934,-3.333792437
1528.307692,777.875,-5.800960395,-79.954,-4.262354286,-2.805815438,0.010815479,-7.274977822
-287.8,-456.96,-2.715422093,-6811.944814,-3.555893895,9.027451176,0.039743559,0.6224297329999999
600.68,-403.40625,-0.8133006070000001,2217.083961,-2.81547199,-28.84027727,-0.047389457,-5.493590976
-247.35483870000002,78.26086957,1.6195806330000002,-383.6757037,-1.321116593,32.01266854,0.062075069000000004,-2.927281643
-1005.733333,-370.05882349999996,-0.7053982440000001,-8121.2941359999995,0.399959265,17.06798696,0.057274675,21.61984045
8.727272727,-534.2222222,-2.04613273,2080.9272260000002,-0.24734035199999999,-26.16335329,-0.11947577300000001,-29.81542579
-476.974359,572.8604651,-4.89411285,-3315.6416670000003,-2.302732625,33.01050114,0.084873554,33.40228785
440.8780488,1193.2045449999998,-5.954117846,-638.3074762,-2.496979595,9.879730875,0.0037324059999999997,15.58194998
-31.03125,1245.805556,-5.8840875829999995,-325.51725,-1.541505095,-36.16081562,-0.045415642,-9.863296635
874.04,-549.3793102999999,-4.8873344,-6160.256522,-1.892133,29.646891399999998,0.07202917,35.55916308
609.0,569.9411765,-3.857123903,-1875.084668,-2.9026508239999997,63.65023529,0.20984227,28.37224322
-827.6060606000001,182.75675680000003,-0.016240823999999997,-5133.648813000001,-2.775185056,-9.9138225,-0.041932551,17.61310091
297.4827586,-649.5,2.463918119,5049.175,-1.9029952780000001,0.80317475,-0.000597702,-15.67940078
-370.3409091,-426.9655172,-0.54307056,-1438.900857,-0.599297317,0.166094118,-0.117390088,4.901330668
51.52631579,-383.07142860000005,-2.2768919690000002,-4760.751713000001,0.198824857,10.44752611,-0.082228887,-23.274615
-1107.4375,-475.80487800000003,-4.18037169,-4069.8751479999996,-2.17651524,-21.46656358,-0.034976645,4.78741686
545.9210526,679.9777778,-6.7592505,-506.3878978,-2.16646164,7.952488045,-0.043556202999999995,6.262526889
1989.294118,-1183.0526320000001,-8.03431715,-2338.980594,-2.109643444,76.83908675,0.067782843,58.18521397
