Name,BD BUSINESS EXPECTATIONS (PAN GERMANY) VOLA,BD COMPOSITE LEADING INDICATOR - TREND RESTORED SADJ,BD CONSUMER CONFIDENCE INDICATOR - GERMANY SADJ,"BD TRADE & IND: BUS CLIMATE, INDEX VOLA",BD BUSINESS EXPECTATIONS (PAN GERMANY) (%YOY) SADJ,BD GERMAN MARKS TO US$ (MTH.AVG.) NADJ,BD US $ TO 1 EURO (DEUTSCHEMARK DERIVED HISTORY PRIOR 1999) NADJ,EM BOE EURO TRADE WEIGHTED INDEX NADJ,EM EFFECTIVE EXCH.RATE: BROAD GROUP(38 PARTNERS) - REAL CPI NADJ,BD MONEY SUPPLY M0 CURN,BD MONEY SUPPLY-GERMAN CONTRIBUTION TO EURO M1(PAN BD M0790),BD MONEY SUPPLY- M2 (CONTRIBUTION TO EURO BASIS FROM M0195) CURA,"BD MNY.SUPL-M3(CONTRIB TO EUR BASIS FM.M0195),FM M06 2010 EXC",BD DISCOUNT RATE / SHORT TERM EURO REPO RATE NADJ,BD FIBOR - 3 MONTH (MTH.AVG.) NADJ,BD BANK PRIME LENDING RATE / ECB MARGINAL LENDING FACILITY NADJ,BD LONG TERM GOVERNMENT BOND YIELD - 9-10 YEARS NADJ,"BD DAX SHARE PRICE INDEX, EP NADJ",BD LENDING TO ENTERPRISES & INDIVIDUALS CURN,BD CPI (CAL ADJ) SADJ,BD CPI: TOTAL NADJ,BD INFLATION NADJ,BD HICP: TOTAL NADJ,BD EXPORT PRICE INDEX (CAL ADJ) SADJ,BD IMPORT PRICE INDEX (CAL ADJ) SADJ,BD TERMS OF TRADE (ON THE BASIS OF PRICE INDICES) (CAL ADJ) SADJ,BD EXPORT PRICE INDEX NADJ,BD IMPORT PRICE INDEX NADJ,"BD PPI: INDL. PRODUCTS, TOTAL, SOLD ON THE DOMESTIC MARKET NADJ",BD CPI (%YOY) NADJ,"BD EMPLOYED PERSONS (RESIDENCE CONCEPT, ILO) VOLA",BD UNEMPLOYMENT LEVEL (PAN BD FROM SEPT 1990) VOLN,BD UNEMPLOYMENT REGISTERED (PAN BD FROM JAN 1992) (CAL ADJ) VOLA,BD UNEMPLOYMENT: % CIVILIAN LABOUR(% DEPENDENT LABOUR TO DEC 196,BD UNEMPLOYMENT: % CIVILIAN LABOUR(% DEPENDENT LABOUR TO DEC 196,"EG UNEMPLOYMENT RATE, REGISTERED (CAL ADJ) SADJ","WG UNEMPLOYMENT RATE, REGISTERED (CAL ADJ) SADJ",BD UNEMPLOYMENT RATIO AS % OF DEPENDENT LABOUR FORCE(DISC.) SADJ,BD VACANCIES (DEC 1999 ONWARDS NEW DEFINITION) VOLA,BD VACANCIES (PAN BD FROM M0790) VOLN,"BD WAGE & SALARY,OVERALL ECONOMY-ON A MTHLY BASIS(PAN BD M0191)",BD WAGE & SALARY: ON HRLY. BASIS - PRDG. SECTOR (BDHRWAGEF) NADJ,BD EMPLOYED PERSONS (RESIDENCE CONCEPT) ((%YOY) VOLA,"BD WAGE & SALARY, OVERALL ECONOMY - ON A MTHLY BASIS (%YOY) NADJ","BD WAGE&SALARY, HRLY.BASIS - PRDG. SECTOR (BDHRWAGEF)(%YOY) NADJ",BD RETAIL SALES EXCL CARS (CAL ADJ) X-12-ARIMA SADJ,BD RETAIL SALES EXCL CARS (CAL ADJ) X-12-ARIMA VOLA,BD RETAIL SALES EXCLUDING CARS INDEX VOLN,BD NEW PASSENGER CAR REGISTRATIONS VOLN,"BD PRODUCTIVITY: OUTPUT PER MAN-HOUR WORKED,M&Q&MFG SCT(B+C)","BD WAGES & SALARIES: PER UNIT OF OUTPUT, M&Q&MFG SCT (B+C) VOLA",BD INDL PROD: INDUSTRY INCL CNSTR (CAL ADJ) VOLA,BD INDL PROD: MANUFACTURING (CAL ADJ) VOLA,BD NEW ORDERS RECD: CNSTR - RESL CNSTR VOLA,BD MANUFACTURING ORDERS SADJ,BD MANUFACTURING ORDERS (CAL ADJ). VOLA,BD INSOLVENCIES - BUSINESS ENTERPRISES VOLN,BD EUROPACE HEDONIC HOUSE PRICE COMPOSITE INDEX NADJ,BD BOP CAPITAL & FINANCIAL ACCOUNT BALANCE (PAN BD M0790) CURN,BD CURRENT ACCOUNT BALANCE CURN,BD BOP: EXPORTS FOB CURA,BD BOP: IMPORTS CIF CURA,BD BOP: VISIBLE TRADE BALANCE CURA,BD EXPORTS OF GOODS (FOB) CURA,BD IMPORTS OF GOODS (CIF) CURA,BD VISIBLE TRADE BALANCE CURA,BD INTERNATIONAL RESERVES CURN,BD TOTAL EXPORTS OF GOODS CURN,BD TOTAL IMPORTS OF GOODS CURN,BD TERMS OF TRADE (PAN BD FROM 1991) NADJ,BD EXPORTS FOB (PAN BD M0790) (%YOY) CURA,BD IMPORTS CIF (PAN BD M0790) (%YOY) CURA
5/15/81,#DIV/0!,0.001387983,#DIV/0!,#DIV/0!,#DIV/0!,0.061843263,-0.058237221,-0.030315663,-0.024535272,0.032357473,0.040731505,0.007552199,0.004568664,0,0.00075815,#DIV/0!,0.032835821,-0.024490596,0.003901644,0.003571429,0.005338078,-0.00561798,#VALUE!,0.004087193,0.016198704,-0.01261034,0.004070556,0.016146394,0.006051437,-0.00561798,#DIV/0!,-0.032110432,#VALUE!,-0.023255814,0.045454545,#DIV/0!,0.045454545,#DIV/0!,-0.022321429,0.000747273,0.005658324,0.0075,#DIV/0!,-0.149535643,-0.234272459,#DIV/0!,#DIV/0!,#DIV/0!,-0.129368075,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.073608618,-0.016583748,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.021466905,0.034368804,-0.530487805,#DIV/0!,#DIV/0!,#DIV/0!,-0.011883952,-0.301252899,-0.111461111
6/15/81,#DIV/0!,0.001665985,#DIV/0!,#DIV/0!,#DIV/0!,0.036052138,-0.034831816,-0.009754645,-0.012568451,0.007462687,0.028753994,0.009700176,0.004012841,0,-0.008333333,#DIV/0!,0.009633911,0.071701145,0.01335148,0.003558719,0.001769912,-0.001869,#VALUE!,0.008141113,0.01487779,-0.006385696,0.005405405,0.012711864,0.004511278,-0.001869,#DIV/0!,0.01444938,#VALUE!,0,0.02173913,#DIV/0!,0.02173913,#DIV/0!,-0.059360731,-0.028214278,0.001082017,0.00248139,#DIV/0!,-0.025045076,-0.002415568,#DIV/0!,#DIV/0!,#DIV/0!,-0.065291874,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.003875969,0.086003373,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.028031688,0.019169329,0.194805195,#DIV/0!,#DIV/0!,#DIV/0!,-0.00721475,0.658521171,1.227275155
7/15/81,#DIV/0!,0.001961306,#DIV/0!,#DIV/0!,#DIV/0!,0.02634015,-0.025667697,-9.87029E-05,-0.004704658,0.047407407,-0.046583851,0.010917031,0.005595524,0,-0.009931245,#DIV/0!,0.006679389,0.017053973,0.000751137,0.008865248,-0.003533569,0.10712097,#VALUE!,0.00807537,0.017801047,-0.008997429,0.008064516,0.015690377,0.010479042,0.10712097,#DIV/0!,0.107011542,#VALUE!,0.119047619,0.042553191,#DIV/0!,0.042553191,#DIV/0!,-0.038834951,-0.072127222,0.002377864,0.002475248,#DIV/0!,0.022046488,0.022021517,#DIV/0!,#DIV/0!,#DIV/0!,-0.029418149,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.025096525,0.197204969,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.061055127,0.006269592,1,#DIV/0!,#DIV/0!,#DIV/0!,-0.007508056,0.766507972,0.291811766
8/15/81,#DIV/0!,0.002041986,#DIV/0!,#DIV/0!,#DIV/0!,0.025705149,-0.02505182,-0.007964404,-0.006429048,-0.00990099,0.0252443,0.006047516,0.005034446,0,-0.00462963,#DIV/0!,-0.000947867,-0.017320803,0.005070095,0.005272408,0.012411348,0.017888592,#VALUE!,0.009345794,0.019547325,-0.010376135,0.008,0.016477858,0.005925926,0.017888592,#DIV/0!,0.034312498,#VALUE!,0.021276596,0.040816327,#DIV/0!,0.040816327,#DIV/0!,-0.04040404,-0.05590531,0,0,#DIV/0!,-0.023883393,-0.02390703,#DIV/0!,#DIV/0!,#DIV/0!,-0.357404631,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.013182674,-0.116731518,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.048603352,0.019314642,-0.641304348,#DIV/0!,#DIV/0!,#DIV/0!,-0.008340424,-0.340021643,0.216454015
9/15/81,#DIV/0!,0.002022642,#DIV/0!,#DIV/0!,#DIV/0!,-0.058715376,0.062396144,0.044179431,0.028261993,-0.011428571,-0.004765687,0.006869901,0.00369101,0,-0.031007752,#DIV/0!,0.004743833,-0.071254453,0.008348184,0.006993007,0,0.091825219,#VALUE!,0,-0.019172553,0.01965924,0,-0.015197568,0.002945508,0.091825219,#DIV/0!,-0.025252866,#VALUE!,-0.020833333,0.039215686,#DIV/0!,0.039215686,#DIV/0!,-0.057894737,-0.146379642,0.001078283,0,#DIV/0!,-0.001174577,-0.024428877,#DIV/0!,#DIV/0!,#DIV/0!,0.393850705,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.007633588,0.06020558,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.008807986,-0.028117359,0.939393939,#DIV/0!,#DIV/0!,#DIV/0!,0.015432097,0.066663787,-0.224998432
10/15/81,#DIV/0!,0.001779497,#DIV/0!,#DIV/0!,#DIV/0!,-0.044840764,0.046929108,0.012860029,0.013823281,-0.027456647,-0.036711891,-0.008102345,-0.003677436,0,-0.0576,#DIV/0!,-0.031161473,0.002018978,0.004347165,0.003472222,0.010507881,0.016777577,#VALUE!,0.002645503,-0.008230453,0.010282776,-0.001322751,-0.013374486,0.008810573,0.016777577,#DIV/0!,0.087175475,#VALUE!,0.085106383,0.037735849,#DIV/0!,0.037735849,#DIV/0!,-0.055865922,-0.121430437,0,0,#DIV/0!,-0.024406218,-0.001204356,#DIV/0!,#DIV/0!,#DIV/0!,0.084415363,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.003846154,0.103878116,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.050640279,0.003144654,0.640625,#DIV/0!,#DIV/0!,#DIV/0!,0.012215109,0.328728636,-0.074433811
11/15/81,#DIV/0!,0.001337714,#DIV/0!,#DIV/0!,#DIV/0!,-0.010580599,0.010723614,-0.01625619,-0.008254427,0.08320951,0.115161558,0.007308684,0.007118376,0,-0.05942275,#DIV/0!,-0.033138402,0.025790852,0.002672865,0.005190311,0.006932409,-0.034613125,#VALUE!,0,-0.005186722,0.006361323,0,-0.005213764,0.002911208,-0.034613125,#DIV/0!,0.090839074,#VALUE!,0.098039216,0.054545455,#DIV/0!,0.054545455,#DIV/0!,-0.071005917,-0.144695095,0.001077122,0.002469136,#DIV/0!,0.02381181,-0.00120046,#DIV/0!,#DIV/0!,#DIV/0!,-0.141197465,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0.023839398,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.005540166,0.019435737,-0.1,#DIV/0!,#DIV/0!,#DIV/0!,0.005241081,-0.063082694,-0.020767548
12/15/81,#DIV/0!,0.000813976,#DIV/0!,#DIV/0!,#DIV/0!,0.014108555,-0.013925697,-0.015166475,-0.0105773,0.005486968,-0.064635958,-0.000426803,0.001308901,0,-0.023465704,#DIV/0!,-0.021169355,-0.036731487,0.015379146,0.003442341,0.00172117,-0.029888865,#VALUE!,0.005277045,0,0.003792668,0.002649007,0.002096436,0.001451379,-0.029888865,#DIV/0!,0.143549963,#VALUE!,0.142857143,0.034482759,#DIV/0!,0.034482759,#DIV/0!,-0.070063694,-0.105401138,0,0,#DIV/0!,-0.024407301,0,#DIV/0!,#DIV/0!,#DIV/0!,-0.112073903,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.009578544,0.140931373,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.050688705,-0.075645756,0.164021164,#DIV/0!,#DIV/0!,#DIV/0!,0.000551412,-0.313814396,-0.756940632
1/15/82,#DIV/0!,0.000269987,#DIV/0!,#DIV/0!,#DIV/0!,0.015507311,-0.015297108,-0.005143325,-0.004780364,-0.043656207,-0.000794281,0.012382579,0.011764706,0,-0.033271719,#DIV/0!,0.012358393,0.023858075,-0.00530669,0.003430532,0.008591065,-0.037622086,#VALUE!,0.00656168,0.003128259,0.003778338,0.01321004,0.008368201,0.014492754,-0.037622086,#DIV/0!,0.144314504,#VALUE!,0.125,0.016666667,#DIV/0!,0.016666667,#DIV/0!,-0.04109589,0.03156828,0.002367119,0,#DIV/0!,-0.002349845,-0.026147921,#DIV/0!,#DIV/0!,#DIV/0!,0.012359828,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.024667932,-0.094522019,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.065583285,0.102461743,-0.186363636,#DIV/0!,#DIV/0!,#DIV/0!,0.004801658,0.409464984,3.337894363
2/15/82,#DIV/0!,-0.000239737,#DIV/0!,#DIV/0!,#DIV/0!,0.032853403,-0.031805445,-0.011746268,-0.009803743,0.012838802,0.002384738,0.00421763,0.004392765,0,-0.018164436,#DIV/0!,-0.007121058,0.026687911,0.001282715,0.001709402,0.001703578,-0.089939887,#VALUE!,0.002607562,0.004158004,-0.001254705,0.005215124,0.008298755,0,-0.089939887,#DIV/0!,-0.007405037,#VALUE!,-0.013888889,0.016393443,#DIV/0!,0.016393443,#DIV/0!,-0.042857143,0.080934604,0.007728639,0.017241379,#DIV/0!,-0.082200932,-0.116604337,#DIV/0!,#DIV/0!,#DIV/0!,0.232423821,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.013618677,0.223013049,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.005446623,-0.015691008,0.201117318,#DIV/0!,#DIV/0!,#DIV/0!,-0.003058243,-0.217364581,-0.367781252
3/15/82,#DIV/0!,-0.000991039,#DIV/0!,#DIV/0!,#DIV/0!,0.004857855,-0.004827076,-0.007721735,-0.006120117,0.018309859,-0.003172086,0.00797984,0.009518909,0,-0.038948393,#DIV/0!,-0.033811475,0.019786615,0.003157729,0,-0.00170068,-0.094173408,#VALUE!,0.00390117,0,0.003768844,0.003891051,-0.00308642,0.001428571,-0.094173408,#DIV/0!,-0.064044321,#VALUE!,-0.056338028,0.016129032,#DIV/0!,0.016129032,#DIV/0!,-0.059701493,0.017291001,0.005538986,0.002421308,#DIV/0!,-0.190750631,-0.031568449,#DIV/0!,#DIV/0!,#DIV/0!,0.559424866,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.003944773,-0.064985451,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.008125677,-0.009196812,0.139534884,#DIV/0!,#DIV/0!,#DIV/0!,0.006999068,0.085116607,-1.094027127
4/15/82,#DIV/0!,-0.001747368,#DIV/0!,#DIV/0!,#DIV/0!,0.0063057,-0.006245553,0.001273274,0.004363705,-0.042876902,-0.021479714,0.007916667,0.006880734,0,-0.054711246,#DIV/0!,-0.047720042,-0.014266692,0.001059398,0.001706485,0.003407155,-0.108007136,#VALUE!,0.002590674,-0.002070393,0.005006258,0.003875969,-0.003095975,0.005706134,-0.108007136,#DIV/0!,-0.055930594,#VALUE!,-0.059701493,0.015873016,#DIV/0!,0.015873016,#DIV/0!,-0.071428571,-0.050499937,0.006567797,0.007246377,#DIV/0!,-0.071003453,-0.008101764,#DIV/0!,#DIV/0!,#DIV/0!,-0.167291582,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.013752456,-0.0093361,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.016657711,0.021658416,-0.269387755,#DIV/0!,#DIV/0!,#DIV/0!,0.006993601,-0.463300016,-15.5030448
5/15/82,#DIV/0!,-0.002101858,#DIV/0!,#DIV/0!,#DIV/0!,-0.035383073,0.036652592,0.019410701,0.01110949,0.040462428,0.045528455,0.00413394,0.006833713,0,-0.01607717,#DIV/0!,-0.017817372,-0.011578541,0.003732745,0.008517888,0.008488964,0.068371053,#VALUE!,-0.00129199,-0.011410788,0.00996264,-0.002574003,-0.011387164,0.002836879,0.068371053,#DIV/0!,-0.037577066,#VALUE!,-0.031746032,0.015625,#DIV/0!,0.015625,#DIV/0!,-0.076923077,-0.057184751,0.008840244,0.004796163,#DIV/0!,0.093792722,-0.033368957,#DIV/0!,#DIV/0!,#DIV/0!,-0.124908399,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.027888446,-0.064921466,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.019672131,-0.024227741,0.430167598,#DIV/0!,#DIV/0!,#DIV/0!,0.008914663,0.498659952,-0.677559926
6/15/82,#DIV/0!,-0.001924302,#DIV/0!,#DIV/0!,#DIV/0!,0.050755706,-0.048301234,-0.025807686,-0.019239998,-0.005555556,0.031104199,0.006998765,0.005279035,0,0.010893246,#DIV/0!,0.037414966,-0.021671222,0.012032554,0.010135135,0.01010101,0.170342447,#VALUE!,0.002587322,0.009443861,-0.006165228,0.001290323,0.008376963,0.005657709,0.170342447,#DIV/0!,0.002727549,#VALUE!,-0.016393443,0.015384615,#DIV/0!,0.015384615,#DIV/0!,-0.046296296,-0.020733361,0.001043188,0.002386635,#DIV/0!,-0.001120045,-0.002296145,#DIV/0!,#DIV/0!,#DIV/0!,-0.059978992,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00204918,0.10862262,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.024651661,-0.013035382,-0.1015625,#DIV/0!,#DIV/0!,#DIV/0!,-0.007027765,-0.425212166,-1.108976693
7/15/82,#DIV/0!,-0.001239195,#DIV/0!,#DIV/0!,#DIV/0!,0.016115072,-0.015853147,-0.012472032,-0.011740746,-0.011173184,-0.039969834,0.003270646,0.00500125,0,0.019396552,#DIV/0!,0.012021858,0.014767511,0.003424426,0.003344482,-0.008333333,-0.085002048,#VALUE!,0.002580645,0.004158004,-0.00248139,0.00128866,0.003115265,0.00281294,-0.085002048,#DIV/0!,0.06492681,#VALUE!,0.066666667,0.015151515,#DIV/0!,0.015151515,#DIV/0!,-0.067961165,-0.096587628,0.004376824,0,#DIV/0!,0.058222634,-0.030794063,#DIV/0!,#DIV/0!,#DIV/0!,-0.161876023,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.010224949,-0.073737374,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.028021978,-0.01572327,-0.108695652,#DIV/0!,#DIV/0!,#DIV/0!,-0.001820926,-1.145065309,6.948854667
8/15/82,#DIV/0!,0.000120016,#DIV/0!,#DIV/0!,#DIV/0!,0.004705119,-0.004669063,-0.00012235,-0.002388388,0.066384181,0.033778476,-0.001222494,0.003234635,-0.066666667,-0.048625793,#DIV/0!,-0.030237581,-0.011012783,0.003034766,0.001666667,0.008403361,-0.075984444,#VALUE!,0.002574003,0.005175983,-0.002487562,0.002574003,0.002070393,0,-0.075984444,#DIV/0!,0.022568661,#VALUE!,0.015625,0.029850746,#DIV/0!,0.029850746,#DIV/0!,-0.0625,-0.0826698,0,0.002380952,#DIV/0!,0,0.029408699,#DIV/0!,#DIV/0!,#DIV/0!,-0.265448938,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.016528926,0.022900763,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.008479367,0.009584665,0,#DIV/0!,#DIV/0!,#DIV/0!,0.000502569,-5.203949141,0.349227613
9/15/82,#DIV/0!,0.001918341,#DIV/0!,#DIV/0!,#DIV/0!,0.010173597,-0.010074683,-0.004550283,-0.004128796,-0.014569536,0.001519757,0.010607915,0.010168651,0,-0.091111111,#DIV/0!,-0.028953229,0.047723205,0.007789901,0.003327787,-0.001666667,-0.034482691,#VALUE!,0.002567394,0.002059732,0.001246883,0.002567394,0.006198347,0,-0.034482691,#DIV/0!,0.012759446,#VALUE!,0.015384615,0.043478261,#DIV/0!,0.043478261,#DIV/0!,-0.077777778,-0.169633433,0.00103756,0,#DIV/0!,-0.001122417,0,#DIV/0!,#DIV/0!,#DIV/0!,0.326680997,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.014705882,0.067164179,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.014573991,0.009493671,0.048780488,#DIV/0!,#DIV/0!,#DIV/0!,-0.00360859,0.11496936,-1.093541636
10/15/82,#DIV/0!,0.003834397,#DIV/0!,#DIV/0!,#DIV/0!,0.010550715,-0.010431806,0.006555942,0.003941429,-0.061827957,-0.020485584,-0.005248284,0.001227596,-0.142857143,-0.073349633,#DIV/0!,-0.041284404,-0.029037768,0.005320172,0.004975124,0.010016694,-0.010398725,#VALUE!,0.00128041,0.009249743,-0.00871731,-0.002560819,0.004106776,0.005610098,-0.010398725,#DIV/0!,0.054928765,#VALUE!,0.060606061,0.027777778,#DIV/0!,0.027777778,#DIV/0!,-0.072289157,-0.138038703,0.001243781,0.002375297,#DIV/0!,0.02857436,0.027391732,#DIV/0!,#DIV/0!,#DIV/0!,0.113464133,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.004264392,0.025974026,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.014364641,0.013166144,-0.213953488,#DIV/0!,#DIV/0!,#DIV/0!,-0.006640323,-1.211510003,2.98678584
11/15/82,#DIV/0!,0.005370842,#DIV/0!,#DIV/0!,#DIV/0!,0.01059875,-0.010509455,0.000283193,-0.000133349,0.081661891,0.104570101,-0.003246753,0.000490436,0,-0.035620053,#DIV/0!,-0.008373206,0.013487099,0.00023767,0.00330033,0.004958678,-0.042353039,#VALUE!,0,0.00203666,-0.001256281,0,0.00204499,0,-0.042353039,#DIV/0!,0.061542644,#VALUE!,0.057142857,0.027027027,#DIV/0!,0.027027027,#DIV/0!,-0.038961039,-0.119424996,0,0,#DIV/0!,-0.028870535,-0.02888625,#DIV/0!,#DIV/0!,#DIV/0!,-0.163930899,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.044585987,0.070107108,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.017376682,-0.019183168,0.360946746,#DIV/0!,#DIV/0!,#DIV/0!,-0.002040819,-1,-2.962361939
12/15/82,#DIV/0!,0.006085973,#DIV/0!,#DIV/0!,#DIV/0!,-0.052203178,0.055090055,0.019488929,0.0154307,0.013245033,-0.05259467,0.002442997,0.004901961,-0.166666667,-0.094391245,#DIV/0!,-0.034981906,0.066152363,0.017159098,0.001644737,0.001644737,-0.001718254,#VALUE!,0,-0.018292683,0.017610063,-0.002567394,-0.017346939,-0.0027894,-0.001718254,#DIV/0!,0.090860206,#VALUE!,0.094594595,0.013157895,#DIV/0!,0.013157895,#DIV/0!,-0.027027027,-0.060209424,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-0.047474248,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.052845528,0.143767061,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.030853994,-0.05488959,0.134782609,#DIV/0!,#DIV/0!,#DIV/0!,0.015040446,#DIV/0!,-0.864815928
1/15/83,#DIV/0!,0.005892986,#DIV/0!,#DIV/0!,#DIV/0!,-0.013542527,0.013706009,0.010389118,0.00311698,-0.007843137,0.008882309,0.004467912,0.011219512,0,-0.120845921,#DIV/0!,-0.03625,-0.006693198,-0.009753774,0,0.003284072,-0.118682524,#VALUE!,-0.001278772,-0.01242236,0.012360939,0.005148005,-0.007268951,0,-0.118682524,#DIV/0!,0.118615046,#VALUE!,0.111111111,0.012987013,#DIV/0!,0.012987013,#DIV/0!,-0.013888889,0.069707088,0.001035197,0,#DIV/0!,-0.030744427,-0.001141499,#DIV/0!,#DIV/0!,#DIV/0!,0.128618049,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.025096525,-0.15274463,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.026151222,0.051401869,-0.118773946,#DIV/0!,#DIV/0!,#DIV/0!,0.012507883,-1.804615182,13.52101448
2/15/83,#DIV/0!,0.00512347,#DIV/0!,#DIV/0!,#DIV/0!,0.014984095,-0.014732524,-0.00031423,-0.003181977,-0.0171278,0.01027146,0.002021836,0.006271105,0,0.001718213,#DIV/0!,0,0.097250046,0.001850485,0,0.001636661,-0.001700588,#VALUE!,0.00128041,-0.00524109,0.006105006,0.002560819,-0.00209205,-0.001398601,-0.001700588,#DIV/0!,0.019605762,#VALUE!,0.022222222,0.038461538,#DIV/0!,0.038461538,#DIV/0!,0,0.112343922,0.007445708,0.016587678,#DIV/0!,-0.007772274,-0.015730448,#DIV/0!,#DIV/0!,#DIV/0!,0.13500148,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.096045198,0.024413146,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.017174515,-0.013333333,-0.043478261,#DIV/0!,#DIV/0!,#DIV/0!,0.004662624,1.320342935,-0.047795021
3/15/83,#DIV/0!,0.004272444,#DIV/0!,#DIV/0!,#DIV/0!,-0.007092784,0.007150323,0.007811665,0.004820932,-0.004021448,-0.027596224,0.008071025,0.0105465,-0.2,-0.065180103,#DIV/0!,-0.037613489,0.097759336,0.0040137,0,-0.003267974,-0.040034222,#VALUE!,-0.002557545,-0.011591149,0.009708738,-0.001277139,-0.014675052,-0.00140056,-0.040034222,#DIV/0!,-0.058890638,#VALUE!,-0.054347826,0.012345679,#DIV/0!,0.012345679,#DIV/0!,0.042253521,0.191714892,0.005337713,0,#DIV/0!,-0.005518639,-0.08878865,#DIV/0!,#DIV/0!,#DIV/0!,0.760086363,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.025,-0.014665445,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.009019166,0.016731017,-0.045454545,#DIV/0!,#DIV/0!,#DIV/0!,0.013597448,-0.008228567,-0.528922883
